DATAFLOW,MEASURE,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2017-Q3,340265.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2017-Q4,346940.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2018-Q1,349872.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2018-Q2,348291.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2018-Q3,351126.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2018-Q4,358597.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2019-Q1,358123.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2019-Q2,356635.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2019-Q3,356048.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2019-Q4,370899.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2020-Q1,367584.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2020-Q2,370034.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2020-Q3,383238.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2020-Q4,401069.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2021-Q1,415496.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2021-Q2,436067.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2021-Q3,461574.7,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2021-Q4,499456.4,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),1,4,Q,2022-Q1,529124.4,AUD,6,p,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2011-Q3,1784.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2011-Q4,1791.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2012-Q1,1796.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2012-Q2,1803.9,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2012-Q3,1811.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2012-Q4,1819,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2013-Q1,1823.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2013-Q2,1831.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2013-Q3,1838.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2013-Q4,1846.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2014-Q1,1852.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2014-Q2,1859.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2014-Q3,1870.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2014-Q4,1879.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2015-Q1,1889.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2015-Q2,1900.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2015-Q3,1909.9,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2015-Q4,1923.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2016-Q1,1933,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2016-Q2,1944.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2016-Q3,1957.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2016-Q4,1971,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2017-Q1,1980.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2017-Q2,1992.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2017-Q3,2002.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2017-Q4,2015.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2018-Q1,2023.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2018-Q2,2034.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2018-Q3,2047.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2018-Q4,2057.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2019-Q1,2065.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2019-Q2,2072.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2019-Q3,2083.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2019-Q4,2091,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2020-Q1,2098,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2020-Q2,2106.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2020-Q3,2113.4,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2020-Q4,2120.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2021-Q1,2127.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2021-Q2,2134.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2021-Q3,2143.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2021-Q4,2150.8,NUM,3,r,
ABS:RES_DWELL_ST(1.0.0),4,3,Q,2022-Q1,2160.2,NUM,3,p,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2011-Q3,540.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2011-Q4,535.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2012-Q1,547.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2012-Q2,552.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2012-Q3,544.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2012-Q4,562,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2013-Q1,569.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2013-Q2,580,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2013-Q3,594,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2013-Q4,620.6,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2014-Q1,631.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2014-Q2,649.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2014-Q3,666.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2014-Q4,693.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2015-Q1,718.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2015-Q2,760.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2015-Q3,788.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2015-Q4,781.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2016-Q1,779.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2016-Q2,802,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2016-Q3,823.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2016-Q4,858.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2017-Q1,885.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2017-Q2,906.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2017-Q3,897.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2017-Q4,906.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2018-Q1,899.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2018-Q2,886.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2018-Q3,868.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2018-Q4,845.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2019-Q1,825.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2019-Q2,827.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2019-Q3,863.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2019-Q4,883.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2020-Q1,895.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2020-Q2,888,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2020-Q3,916,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2020-Q4,958.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2021-Q1,1016,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2021-Q2,1057.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2021-Q3,1166.9,AUD,3,r,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2021-Q4,1215.4,AUD,3,r,
ABS:RES_DWELL_ST(1.0.0),5,1,Q,2022-Q1,1222.2,AUD,3,p,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2011-Q3,494352.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2011-Q4,493336.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2012-Q1,505891.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2012-Q2,506497.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2012-Q3,515907.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2012-Q4,530132.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2013-Q1,542306.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2013-Q2,556041,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2013-Q3,558443,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2013-Q4,575199.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2014-Q1,578565.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2014-Q2,587758,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2014-Q3,584863.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2014-Q4,591620.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2015-Q1,585327.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2015-Q2,587301.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2015-Q3,575122.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2015-Q4,572545.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2016-Q1,565776.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2016-Q2,558710.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2016-Q3,552496.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2016-Q4,572713.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2017-Q1,560850.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2017-Q2,558263.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2017-Q3,561439.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2017-Q4,573443.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2018-Q1,575091.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2018-Q2,562114.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2018-Q3,565413.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2018-Q4,559319.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2019-Q1,556312.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2019-Q2,552023.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2019-Q3,557212.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2019-Q4,554097.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2020-Q1,557886.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2020-Q2,556963.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2020-Q3,586349,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2020-Q4,621583.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2021-Q1,656976.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2021-Q2,661255.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2021-Q3,678167,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2021-Q4,697347.9,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),1,5,Q,2022-Q1,717816.5,AUD,6,p,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2011-Q3,2265.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2011-Q4,2278.3,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2012-Q1,2287.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2012-Q2,2299.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2012-Q3,2309.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2012-Q4,2321.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2013-Q1,2331.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2013-Q2,2342,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2013-Q3,2353,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2013-Q4,2364.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2014-Q1,2373.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2014-Q2,2385.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2014-Q3,2399.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2014-Q4,2415.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2015-Q1,2429,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2015-Q2,2443.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2015-Q3,2459.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2015-Q4,2476.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2016-Q1,2488,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2016-Q2,2505.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2016-Q3,2521,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2016-Q4,2537.9,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2017-Q1,2550.5,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2017-Q2,2565,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2017-Q3,2580.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2017-Q4,2595.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2018-Q1,2605.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2018-Q2,2621.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2018-Q3,2636.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2018-Q4,2650.8,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2019-Q1,2662.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2019-Q2,2676.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2019-Q3,2690.4,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2019-Q4,2706.7,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2020-Q1,2717.6,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2020-Q2,2732,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2020-Q3,2745.1,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2020-Q4,2761,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2021-Q1,2772.2,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2021-Q2,2787.9,NUM,3,,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2021-Q3,2803.1,NUM,3,r,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2021-Q4,2816.8,NUM,3,r,
ABS:RES_DWELL_ST(1.0.0),4,2,Q,2022-Q1,2831.2,NUM,3,p,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2011-Q3,305.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2011-Q4,310,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2012-Q1,304.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2012-Q2,295.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2012-Q3,291.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2012-Q4,297.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2013-Q1,293.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2013-Q2,297.6,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2013-Q3,297.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2013-Q4,306.6,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2014-Q1,307.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2014-Q2,307.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2014-Q3,310.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2014-Q4,309.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2015-Q1,312.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2015-Q2,321.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2015-Q3,321.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2015-Q4,328.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2016-Q1,322.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2016-Q2,334.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2016-Q3,338.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2016-Q4,350.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2017-Q1,356,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2017-Q2,361.4,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2017-Q3,374.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2017-Q4,384.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2018-Q1,398.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2018-Q2,401.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2018-Q3,410.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2018-Q4,416.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2019-Q1,411.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2019-Q2,423.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2019-Q3,423.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2019-Q4,444.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2020-Q1,460.1,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2020-Q2,460.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2020-Q3,461.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2020-Q4,501,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2021-Q1,546.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2021-Q2,571.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2021-Q3,612,AUD,3,r,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2021-Q4,671.3,AUD,3,r,
ABS:RES_DWELL_ST(1.0.0),5,6,Q,2022-Q1,691.2,AUD,3,p,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2011-Q3,30196.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2011-Q4,27445,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2012-Q1,26899,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2012-Q2,26825.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2012-Q3,27295.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2012-Q4,29732.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2013-Q1,29257.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2013-Q2,29628.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2013-Q3,30376.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2013-Q4,31864.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2014-Q1,31656.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2014-Q2,32613.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2014-Q3,31188.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2014-Q4,32815.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2015-Q1,31102.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2015-Q2,31910.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2015-Q3,33921.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2015-Q4,31553.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2016-Q1,31661.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2016-Q2,31150,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2016-Q3,30808.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2016-Q4,29957.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2017-Q1,29966.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2017-Q2,29937.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2017-Q3,29676.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2017-Q4,29450.9,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2018-Q1,29957.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2018-Q2,29427,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2018-Q3,27879.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2018-Q4,29601.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2019-Q1,28670,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2019-Q2,29081.8,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2019-Q3,28926.3,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2019-Q4,27596.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2020-Q1,27911.1,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2020-Q2,28190.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2020-Q3,28204.7,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2020-Q4,30471.2,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2021-Q1,30433.5,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2021-Q2,31941.4,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2021-Q3,32972.6,AUD,6,,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2021-Q4,33941.3,AUD,6,r,
ABS:RES_DWELL_ST(1.0.0),2,7,Q,2022-Q1,34809.3,AUD,6,p,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2011-Q3,522.7,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2011-Q4,472.5,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2012-Q1,464.6,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2012-Q2,457.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2012-Q3,466.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2012-Q4,501.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2013-Q1,488.6,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2013-Q2,492.2,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2013-Q3,498.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2013-Q4,521.9,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2014-Q1,515.3,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2014-Q2,524.4,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2014-Q3,501.6,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2014-Q4,517,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2015-Q1,486.8,AUD,3,,
ABS:RES_DWELL_ST(1.0.0),5,7,Q,2015-Q2,498.6,AUD,3,,
