DATAFLOW,MEASURE,PROPERTY_TYPE,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,OBS_COMMENT
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2011-Q4,2.1,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2012-Q1,0.7,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2012-Q2,-2,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2012-Q3,0.4,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2012-Q4,2.3,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2013-Q1,-1.4,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2013-Q2,0.5,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2013-Q3,-0.1,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2013-Q4,0.7,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2014-Q1,0.8,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2014-Q2,1.3,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2014-Q3,0.6,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2014-Q4,1,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2015-Q1,1.5,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2015-Q2,1,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2015-Q3,1.8,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2015-Q4,3.2,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2016-Q1,-0.1,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2016-Q2,2.8,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2016-Q3,0.8,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2016-Q4,3,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2017-Q1,3.6,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2017-Q2,1.4,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2017-Q3,0.2,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2017-Q4,1.6,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2018-Q1,1.5,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2018-Q2,0.5,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2018-Q3,0.5,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2018-Q4,-0.4,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2019-Q1,-1.1,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2019-Q2,0.6,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2019-Q3,-1.4,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2019-Q4,3.3,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2020-Q1,1,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2020-Q2,0.8,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2020-Q3,0.9,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2020-Q4,3.5,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2021-Q1,6.4,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2021-Q2,8.9,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2021-Q3,7.1,PCT,,
ABS:RPPI(1.0.0),2,2,8ACTE,Q,2021-Q4,7,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2002-Q1,,PCT,u,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2002-Q2,,PCT,u,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2002-Q3,,PCT,u,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2002-Q4,,PCT,u,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2003-Q1,27.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2003-Q2,28.6,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2003-Q3,30.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2003-Q4,26.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2004-Q1,18.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2004-Q2,10.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2004-Q3,1,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2004-Q4,-1.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2005-Q1,0.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2005-Q2,-0.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2005-Q3,1.5,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2005-Q4,2.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2006-Q1,3.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2006-Q2,6.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2006-Q3,9.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2006-Q4,8.7,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2007-Q1,9.2,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2007-Q2,10.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2007-Q3,13.1,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2007-Q4,14.7,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2008-Q1,13.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2008-Q2,6.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2008-Q3,-1.7,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2008-Q4,-4.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2009-Q1,-5.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2009-Q2,-0.2,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2009-Q3,7.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2009-Q4,15.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2010-Q1,20.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2010-Q2,15.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2010-Q3,11.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2010-Q4,5.2,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2011-Q1,0.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2011-Q2,0.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2011-Q3,-3.1,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2011-Q4,-1.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2012-Q1,-0.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2012-Q2,-2.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2012-Q3,1.2,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2012-Q4,1.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2013-Q1,-0.7,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2013-Q2,1.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2013-Q3,1.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2013-Q4,-0.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2014-Q1,1.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2014-Q2,2.7,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2014-Q3,3.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2014-Q4,3.6,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2015-Q1,4.4,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2015-Q2,4.1,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2015-Q3,5.5,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2015-Q4,7.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2016-Q1,6.1,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2016-Q2,7.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2016-Q3,6.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2016-Q4,6.6,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2017-Q1,10.6,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2017-Q2,9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2017-Q3,8.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2017-Q4,6.9,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2018-Q1,4.7,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2018-Q2,3.8,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2018-Q3,4.2,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2018-Q4,2.1,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2019-Q1,-0.5,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2019-Q2,-0.5,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2019-Q3,-2.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2019-Q4,1.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2020-Q1,3.5,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2020-Q2,3.7,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2020-Q3,6.2,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2020-Q4,6.3,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2021-Q1,12,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2021-Q2,21,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2021-Q3,28.5,PCT,,
ABS:RPPI(1.0.0),3,2,8ACTE,Q,2021-Q4,32.8,PCT,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2003-Q3,85.3,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2003-Q4,88.2,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2004-Q1,87,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2004-Q2,84.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2004-Q3,84.2,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2004-Q4,84.8,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2005-Q1,83.2,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2005-Q2,82.6,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2005-Q3,81.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2005-Q4,81.8,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2006-Q1,80.8,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2006-Q2,82.3,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2006-Q3,82,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2006-Q4,82.7,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2007-Q1,81.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2007-Q2,85.2,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2007-Q3,87.3,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2007-Q4,89.2,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2008-Q1,88.5,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2008-Q2,87.3,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2008-Q3,85.7,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2008-Q4,84.5,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2009-Q1,83.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2009-Q2,87.5,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2009-Q3,91.1,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2009-Q4,96,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2010-Q1,98.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2010-Q2,101.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2010-Q3,101.1,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2010-Q4,101.3,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2011-Q1,101,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2011-Q2,101.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2011-Q3,99.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2011-Q4,98.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2012-Q1,100.3,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2012-Q2,101.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2012-Q3,100.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2012-Q4,103.7,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2013-Q1,104.7,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2013-Q2,108.7,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2013-Q3,112.8,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2013-Q4,119,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2014-Q1,121.7,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2014-Q2,126,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2014-Q3,128.8,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2014-Q4,133.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2015-Q1,137.6,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2015-Q2,149.8,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2015-Q3,154.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2015-Q4,151.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2016-Q1,150.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2016-Q2,155.2,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2016-Q3,159.3,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2016-Q4,167.6,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2017-Q1,172.7,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2017-Q2,176.6,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2017-Q3,174.2,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2017-Q4,174,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2018-Q1,171.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2018-Q2,169.8,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2018-Q3,166.6,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2018-Q4,160.5,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2019-Q1,154.2,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2019-Q2,153.5,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2019-Q3,159,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2019-Q4,166.4,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2020-Q1,169.6,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2020-Q2,165.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2020-Q3,167.6,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2020-Q4,172.6,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2021-Q1,183.1,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2021-Q2,197.9,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2021-Q3,210.1,IN,,
ABS:RPPI(1.0.0),1,3,1GSYD,Q,2021-Q4,218.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2003-Q3,71.8,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2003-Q4,73.4,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2004-Q1,72.6,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2004-Q2,72.6,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2004-Q3,72.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2004-Q4,73.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2005-Q1,74,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2005-Q2,74.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2005-Q3,74.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2005-Q4,75.4,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2006-Q1,76.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2006-Q2,78.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2006-Q3,78.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2006-Q4,79.6,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2007-Q1,79.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2007-Q2,83.6,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2007-Q3,86,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2007-Q4,88.1,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2008-Q1,87.6,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2008-Q2,86.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2008-Q3,85.8,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2008-Q4,85,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2009-Q1,86.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2009-Q2,89.4,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2009-Q3,92.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2009-Q4,97.8,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2010-Q1,100.1,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2010-Q2,102.1,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2010-Q3,100.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2010-Q4,101.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2011-Q1,101.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2011-Q2,101.4,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2011-Q3,100,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2011-Q4,98.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2012-Q1,100.8,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2012-Q2,100.5,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2012-Q3,100.5,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2012-Q4,102.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2013-Q1,103.4,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2013-Q2,106.1,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2013-Q3,108.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2013-Q4,111.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2014-Q1,113.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2014-Q2,115.5,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2014-Q3,116.1,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2014-Q4,118.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2015-Q1,119.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2015-Q2,124.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2015-Q3,126.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2015-Q4,126.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2016-Q1,125.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2016-Q2,126.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2016-Q3,128.4,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2016-Q4,131.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2017-Q1,133.5,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2017-Q2,136.1,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2017-Q3,135,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2017-Q4,135.8,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2018-Q1,134.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2018-Q2,133.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2018-Q3,132.6,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2018-Q4,130.1,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2019-Q1,126.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2019-Q2,125.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2019-Q3,128.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2019-Q4,132.6,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2020-Q1,133.5,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2020-Q2,131.9,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2020-Q3,132.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2020-Q4,134.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2021-Q1,138.3,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2021-Q2,144.2,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2021-Q3,148.7,IN,,
ABS:RPPI(1.0.0),1,1,100,Q,2021-Q4,153.5,IN,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2002-Q1,,PCT,u,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2002-Q2,,PCT,q,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2002-Q3,,PCT,q,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2002-Q4,,PCT,q,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2003-Q1,,PCT,q,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2003-Q2,,PCT,q,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2003-Q3,,PCT,q,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2003-Q4,2.7,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2004-Q1,1.4,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2004-Q2,1.7,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2004-Q3,1.8,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2004-Q4,2.2,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2005-Q1,0,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2005-Q2,1,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2005-Q3,1,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2005-Q4,2.3,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2006-Q1,0.8,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2006-Q2,1.7,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2006-Q3,0.5,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2006-Q4,2.6,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2007-Q1,2,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2007-Q2,6.1,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2007-Q3,6.1,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2007-Q4,5.8,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2008-Q1,3.3,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2008-Q2,-1.2,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2008-Q3,0.3,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2008-Q4,-0.5,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2009-Q1,-0.4,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2009-Q2,2.8,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2009-Q3,1.5,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2009-Q4,4,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2010-Q1,1.7,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2010-Q2,1.8,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2010-Q3,-0.8,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2010-Q4,0.9,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2011-Q1,-1.4,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2011-Q2,-2.2,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2011-Q3,-0.6,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2011-Q4,0.3,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2012-Q1,-1.4,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2012-Q2,0.3,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2012-Q3,-0.4,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2012-Q4,1,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2013-Q1,-0.4,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2013-Q2,1.1,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2013-Q3,0.4,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2013-Q4,3.1,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2014-Q1,1,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2014-Q2,0.2,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2014-Q3,0.5,PCT,,
ABS:RPPI(1.0.0),2,3,4GADE,Q,2014-Q4,1.1,PCT,,
